hit_index,sensor_hit_index,track_index,x_intersect,y_intersect,z_intersect,x_hit,y_hit,z_hit,pT,phi0,cellID,distance,matched_sensor_id,sensor_x_mm,sensor_y_mm,sensor_z_mm,candidate_sensor_ids,hit_row,hit_col,expected_row,expected_col
429,0,948,-126.23251704889844,-28.61985449779604,132.1571807861328,-126.38443,-28.0998,132.15718,6.925487041473389,2.917236804962158,335667203,0.5417878647138167,500.0,-126.25316462800001,-28.8164609473,135.45,[500],630.0,596.0,609.8642579801583,602.825903164063
430,0,209,-127.89145950696184,-21.349778593255905,132.41798400878906,-127.91213,-21.406498,132.41798,6.923861503601074,2.9747767448425293,335667203,0.06036927101613067,500.0,-126.25316462800001,-28.8164609473,135.45,[500],898.0,535.0,900.6672941617637,536.4682048415273
431,0,919,73.607356061686,103.67104898425168,125.61888885498047,73.66536,103.65264,125.61889,7.156947612762451,-0.9547169804573059,335577091,0.06085426434454295,148.0,79.1832048361,99.29259827339999,135.45,[148],776.0,381.0,777.1380284340677,378.96604902343995
432,0,147,-77.76202780245512,100.35738565305292,128.6458740234375,-77.30429,100.750694,128.64587,6.978339195251465,-2.2313778400421143,335626243,0.6035021636605884,340.0,-79.1832048361,99.29259827339999,135.45,[340],660.0,677.0,644.591495186117,658.8470813457951
433,0,421,3.7664229139118106,129.4512608891962,129.45909118652344,3.2816172,129.4685,129.45909,7.073634624481201,-1.543082356452942,335601667,0.48511236177899736,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,733.0,600.0504355678476,752.6569165564721
434,0,792,-126.68402071831042,-26.68613547673158,132.1949005126953,-126.83077,-26.144241,132.1949,6.9250078201293945,2.93257474899292,335667203,0.5614136790746829,500.0,-126.25316462800001,-28.8164609473,135.45,[500],708.0,578.0,687.2130188227368,584.7657563875839
435,0,339,14.922767601339729,-126.78152955897167,127.36541748046875,14.94593,-126.82242,127.36542,7.087244033813477,1.4522799253463745,335724547,0.04699315729648812,724.0,28.2601586125,-123.815844847,135.45,"[692, 724]",481.0,69.0,483.3726115211334,68.50435955358918
435,1,339,14.903405031116563,-126.61509433149058,127.1982421875,14.722631,-126.87339,127.19824,7.087244033813477,1.4522799253463745,335724547,0.31527105884162127,724.0,28.2601586125,-123.815844847,135.45,"[692, 724]",479.0,60.0,490.03002062037694,67.72985674466256
435,2,115,18.510971758434607,-131.15494858998954,132.0882568359375,17.613337,-126.264885,132.08826,7.090693473815918,1.4291832447052002,335724547,4.971767428133458,724.0,28.2601586125,-123.815844847,135.45,[724],504.0,176.0,308.43585028041844,212.03252583738433
436,0,633,70.11181431613659,-106.49119325057472,126.04142761230469,70.33801,-106.306114,126.04143,7.152851581573486,0.9872148036956787,335740931,0.29226693774072954,788.0,79.1832048361,-99.29259827339999,135.45,"[756, 788]",321.0,248.0,314.05620091301046,239.14437920146327
436,1,633,70.13588355232059,-106.52785811365175,126.08478546142577,70.36547,-106.34407,126.084785,7.152851581573486,0.9872148036956787,335740931,0.2940888554059554,788.0,79.1832048361,-99.29259827339999,135.45,"[756, 788]",319.0,249.0,312.5896063899296,240.10714864882345
437,0,109,-124.52141837409363,-36.46833664790756,132.43582153320312,-124.5105,-36.310013,132.43582,6.927762508392334,2.8552870750427246,335667203,0.15869999640388097,500.0,-126.25316462800001,-28.8164609473,135.45,[500],302.0,671.0,295.9249719756974,671.2698501562556
438,0,487,-65.55999295546644,-112.03392292856734,131.2273406982422,-65.48158,-112.164925,131.22734,6.994506359100342,2.098855495452881,335699971,0.1526748862554199,628.0,-56.1879442157,-116.675468393,135.45,"[596, 628]",782.0,230.0,787.6618185773066,227.11805040934223
439,0,568,-82.36763378881733,-96.60332901239599,128.7310028076172,-82.27482,-96.78683,128.731,6.9733123779296875,2.27545428276062,335691779,0.20563617420968802,596.0,-79.1832048361,-99.29259827339999,135.45,[596],702.0,478.0,709.5707704401599,474.62284189130685
440,0,751,-7.464767470082734,129.56526843429447,129.97161865234375,-7.965178,129.4685,129.97162,7.060651779174805,-1.6297252178192139,335601667,0.5096800047241152,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,283.0,604.6107373717786,303.40930119669036
440,1,751,-7.466111298577744,129.5891669291259,129.99559020996094,-7.965919,129.50642,129.99559,7.060651779174805,-1.6297252178192139,335601667,0.5066104585855012,244.0,7.92958802448e-15,129.5,135.45,[244],602.0,283.0,605.5666771650357,303.35554805689
441,0,782,116.6266795438496,-50.28547676074959,124.56992340087889,116.48088,-50.7575,124.56992,7.209325313568115,0.4057605564594269,335757315,0.49402726876392633,852.0,114.423046224,-55.1032348679,135.45,[852],775.0,684.0,794.7103242860163,690.1453327939839
442,0,139,127.58986092744271,-22.790081825507514,126.94441986083984,127.63833,-22.606089,126.94442,7.219507217407227,0.17540933191776276,335765507,0.19026981786604,884.0,126.25316462800001,-28.8164609473,135.45,[884],850.0,657.0,843.0551648716994,655.4678519777082
443,0,613,31.1975011202303,123.09453910413868,126.35736083984375,30.787878,123.2066,126.35736,7.106272220611572,-1.323919653892517,335593475,0.424673877898061,212.0,28.2601586125,123.815844847,135.45,[212],577.0,703.0,573.1477702855472,719.4937003092119
444,0,368,-109.14186444204097,70.59241574581392,132.33949279785156,-108.62736,71.43695,132.3395,6.945089340209961,-2.5688774585723877,335634435,0.9889169187170433,372.0,-101.24717697999999,80.7419293407,135.45,[372],229.0,306.0,196.01945620455695,286.2125015183608
445,0,299,80.70868716468976,-97.97564234008314,125.25640106201172,80.59106,-98.129585,125.2564,7.1659698486328125,0.8804043531417847,335740931,0.19374034579540006,788.0,79.1832048361,-99.29259827339999,135.45,[788],648.0,658.0,654.6782373326738,663.0192931435903
446,0,585,-89.95669156999793,-90.49603282650787,129.54209899902344,-89.76265,-90.81548,129.5421,6.965055465698242,2.3518316745758057,335691779,0.3737656803876129,596.0,-79.1832048361,-99.29259827339999,135.45,"[564, 596]",941.0,178.0,953.8626178756846,171.06053064408286
447,0,370,-104.91048659977605,-76.10662043413322,131.87152099609375,-104.76205,-76.2839,131.87152,6.949738025665283,2.5125951766967773,335683587,0.23121741414518063,564.0,-101.24717697999999,-80.7419293407,135.45,[564],780.0,461.0,787.412356262671,455.46761520895757
448,0,235,-0.9630502795698703,129.44953885137755,129.50650024414062,-0.73605114,129.4685,129.5065,7.068155288696289,-1.5796093940734863,335601667,0.2277901572761642,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,572.0,599.981554055102,563.4779888172048
449,0,688,119.02929328797109,45.28753708615841,124.87017059326172,119.04092,45.441525,124.87017,7.211698532104492,-0.36488547921180725,335560707,0.15442546124522963,84.0,114.423046224,55.1032348679,135.45,[84],215.0,786.0,209.37208873033626,786.2498825588432
450,0,597,127.2799284954217,24.246099835239875,126.91170501708984,127.28956,24.134155,126.911705,7.219109058380127,-0.18958507478237152,335552515,0.1123580000904457,52.0,126.25316462800001,28.8164609473,135.45,[52],414.0,643.0,419.18555551759493,643.0705546968676
451,0,863,-32.070657679745636,-122.9445906085275,127.76521301269531,-32.70065,-122.77002,127.76521,7.031965732574463,1.8246095180511475,335708163,0.653731178751023,660.0,-28.2601586125,-123.815844847,135.45,[660],643.0,424.0,636.8501695389,449.5800373101747
452,0,425,9.929129638396262,129.49351461842116,129.69606018066406,10.083265,129.4685,129.69606,7.080750942230225,-1.4956450462341309,335601667,0.1561513420193436,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,1005.0,601.7405847368462,999.1651855358501
453,0,855,111.68549889748829,-60.72760514685069,124.79582214355469,111.50195,-61.09634,124.79582,7.2032060623168945,0.49669885635375977,335757315,0.41189146004674276,852.0,114.423046224,-55.1032348679,135.45,[852],362.0,485.0,377.0251888419722,492.4981069395312
454,0,782,116.65145128169752,-50.29619634071423,124.59639739990234,116.425354,-50.872803,124.5964,7.209325313568115,0.4057605564594269,335757315,0.6193503953620265,852.0,114.423046224,-55.1032348679,135.45,[852],771.0,682.0,794.2815410874306,691.1362023079005
455,0,428,127.20741395982623,-24.456249112619844,126.88013458251952,127.26543,-24.239885,126.880135,7.219138145446777,0.1885916143655777,335765507,0.22400615373214042,884.0,126.25316462800001,-28.8164609473,135.45,[884],785.0,642.0,776.4084733872062,640.1699732730486
456,0,553,108.98000583462999,66.36555302517081,125.32559204101564,108.88143,66.53791,125.32559,7.1992340087890625,-0.5483182668685913,335560707,0.19855470175522458,84.0,114.423046224,55.1032348679,135.45,"[84, 116]",1059.0,380.0,1052.4927262908323,384.2783844251994
457,0,864,107.63928307967217,-72.64807833069062,127.61436462402344,107.54376,-72.79574,127.614365,7.195572376251221,0.5923422574996948,335749123,0.17586267393732966,820.0,101.24717697999999,-80.7419293407,135.45,[820],919.0,853.0,925.7540404003748,857.6842439868869
458,0,139,127.54701376721641,-22.782368945656344,126.90177917480469,127.664856,-22.489874,126.90178,7.219507217407227,0.17540933191776276,335765507,0.31534130963182183,884.0,126.25316462800001,-28.8164609473,135.45,[884],855.0,658.0,843.3636800657462,653.7539655686561
459,0,568,-82.39586536812567,-96.63634843343971,128.77505493164062,-82.43089,-96.6633,128.77505,6.9733123779296875,2.27545428276062,335691779,0.044196089731025665,596.0,-79.1832048361,-99.29259827339999,135.45,[596],707.0,472.0,708.2499935984112,473.49357871897325
459,1,568,-82.36372224579827,-96.59875409920278,128.7248992919922,-82.428696,-96.665054,128.7249,6.9733123779296875,2.27545428276062,335691779,0.09282923264331783,596.0,-79.1832048361,-99.29259827339999,135.45,[596],707.0,472.0,709.7537669678883,474.77930361206916
460,0,875,-109.73985113095114,64.86600221412664,129.84722900390625,-109.44302,65.37176,129.84723,6.942004680633545,-2.609128475189209,335642627,0.5864255718005106,404.0,-114.423046224,55.1032348679,135.45,[404],1012.0,801.0,992.5106938490654,789.3278037219545
461,0,311,-72.93720443943312,104.11400264322947,128.70443725585938,-72.93161,104.23779,128.70444,6.984034538269043,-2.1832573413848877,335626243,0.12391667056183783,340.0,-79.1832048361,99.29259827339999,135.45,[340],799.0,852.0,794.8561747931791,851.8400158666753
461,1,577,-87.50111971545994,118.906075550698,149.53163146972656,-75.30066,102.34853,149.53163,6.9812235832214355,-2.2067880630493164,335626243,20.56704722920438,340.0,-79.1832048361,99.29259827339999,135.45,[340],724.0,757.0,1386.5390910919205,269.2834048256026
461,2,630,-86.40183882696874,127.78341818354602,156.1309051513672,-71.141594,105.66528,156.1309,6.986005783081055,-2.1669974327087402,352403459,26.871675966206574,341.0,-79.1832048361,99.29259827339999,165.55,"[309, 341]",856.0,923.0,1741.632796405841,313.25464036525034
462,0,649,-126.9517411200004,10.796556369125028,130.14730834960938,-126.9685,10.814764,130.14731,6.922349452972412,-3.0581326484680176,335659011,0.02474508816351734,468.0,-127.0,1.55530143492e-14,135.45,[468],1034.0,603.0,1033.8622547650004,603.9303551999842
463,0,910,-14.063620828295825,127.04909722788125,128.1562042236328,-13.844436,127.07383,128.1562,7.052801609039307,-1.682401180267334,335609859,0.2205761020449515,244.0,7.92958802448e-15,129.5,135.45,"[244, 276]",504.0,48.0,503.9638891152498,39.45516686816674
463,1,910,-14.325184595349128,129.44233776962665,130.56993103027344,-14.092145,129.4685,130.56993,7.052801609039307,-1.682401180267334,335601667,0.2345042381488435,244.0,7.92958802448e-15,129.5,135.45,"[244, 276]",600.0,38.0,599.6935107850658,28.99261618603461
464,0,930,-120.07354082564598,43.18597514859721,130.19442749023438,-119.956184,43.54095,130.19443,6.93035888671875,-2.7977166175842285,335642627,0.3738719420966561,404.0,-114.423046224,55.1032348679,135.45,"[404, 436]",139.0,380.0,125.30961122788824,375.9802159341609
465,0,774,-119.96156743017855,-43.40311032878526,130.15782165527344,-119.53599,-44.4135,130.15782,6.930589199066162,2.7930564880371094,335675395,1.0963616093730464,532.0,-114.423046224,-55.1032348679,135.45,[532],1029.0,397.0,1070.0049815645893,380.45915175285813
466,0,711,-39.811594920967764,121.09916342311772,128.3538513183594,-39.76515,121.15759,128.35385,7.022674560546875,-1.8897794485092163,335609859,0.07464107662141624,276.0,-28.2601586125,123.815844847,135.45,[276],495.0,141.0,493.33274304470876,139.9425476612896
467,0,167,-109.22432707653206,-65.83013278488215,129.88381958007812,-109.26142,-65.74886,129.88382,6.942851543426514,2.597808361053467,335675395,0.08933485548838992,532.0,-114.423046224,-55.1032348679,135.45,"[532, 564]",176.0,808.0,172.92408332071375,809.9487658987175
468,0,712,-126.91710631448223,-10.20353457514284,130.06253051757812,-126.9685,-10.243582,130.06253,6.922327041625977,3.059990406036377,335659011,0.06515295037623015,468.0,-127.0,1.55530143492e-14,135.45,[468],192.0,603.0,193.8586169942858,605.3157474207114
469,0,714,-114.51032468455742,54.87088543522259,129.44992065429688,-115.17753,53.463936,129.44992,6.936047554016113,-2.6961135864257812,335642627,1.557134516539238,404.0,-114.423046224,55.1032348679,135.45,[404],536.0,571.0,592.7060226929035,598.5088615777033
470,0,254,-82.96287935251166,-96.21307993699884,128.83494567871094,-83.321526,-95.9521,128.83495,6.972691535949707,2.2810115814208984,335691779,0.4435496032158972,596.0,-79.1832048361,-99.29259827339999,135.45,[596],735.0,436.0,725.1807334560459,450.8130193435335
471,0,494,36.512647671988816,121.92656884440476,126.53482055664062,36.817333,121.830414,126.53482,7.11250638961792,-1.2811732292175293,335593475,0.319498158172225,212.0,28.2601586125,123.815844847,135.45,[212],522.0,944.0,526.4289598961903,932.0995623795526
472,0,377,48.08149427479657,-120.59126860336619,128.83074951171875,47.96938,-120.59836,128.83075,7.125546932220459,1.1900321245193481,335732739,0.11233877899620087,756.0,56.1879442157,-116.675468393,135.45,[756],445.0,273.0,445.36799158535246,277.74200236386264
473,0,344,124.63936128826572,-35.57401595520787,127.01342010498047,124.75295,-35.247746,127.01342,7.215997219085693,0.2766762971878052,335765507,0.34547848187409796,884.0,126.25316462800001,-28.8164609473,135.45,[884],344.0,541.0,331.69779968368516,537.4478664106283
474,0,98,-107.82671008627585,72.54173159114725,132.28701782226562,-107.93938,72.29966,132.28702,6.9465413093566895,-2.5507850646972656,335634435,0.2670067074449764,372.0,-101.24717697999999,80.7419293407,135.45,[372],264.0,334.0,273.9920900178902,338.81867574896546
475,0,368,-109.2642591748263,70.67182422099722,132.488037109375,-109.42062,70.44223,132.48804,6.945089340209961,-2.5688774585723877,335634435,0.277782815718656,372.0,-101.24717697999999,80.7419293407,135.45,[372],190.0,275.0,199.19579521188894,281.31671220694784
476,0,880,-70.70549854432466,-106.05213942970295,128.99154663085938,-70.66875,-106.042366,128.99155,6.987172603607178,2.1574573516845703,335691779,0.03802892581626877,596.0,-79.1832048361,-99.29259827339999,135.45,"[596, 628]",332.0,942.0,331.61835374788154,941.1082516710138
477,0,578,126.95323915277518,0.016592610685620457,124.30210876464842,126.9685,-0.00030519706,124.30211,7.2218828201293945,-0.001449121511541307,335544323,0.022767857686544005,20.0,127.0,0.0,135.45,[20],601.0,600.0,602.6637044274248,600.1295661110072
477,1,578,126.864720760278,0.016697664810635615,124.21543884277344,126.9685,0.08740081,124.21544,7.2218828201293945,-0.001449121511541307,335544323,0.12557347572742297,20.0,127.0,0.0,135.45,[20],605.0,600.0,602.6679065924254,596.5888304111201
477,2,805,132.43372255416534,7.2385167093452765,129.86605834960938,126.9685,7.2200274,129.86606,7.221640110015869,-0.05598076060414314,335544323,5.465255599374419,20.0,127.0,0.0,135.45,[20],890.0,600.0,891.5406683738111,819.3489021666136
478,0,880,-70.68050606297038,-106.01476372114485,128.946044921875,-70.38793,-106.266304,128.94604,6.987172603607178,2.1574573516845703,335691779,0.3858396110557088,596.0,-79.1832048361,-99.29259827339999,135.45,"[596, 628]",323.0,953.0,333.1133820902056,942.1079509251848
479,0,20,50.912777387187816,119.18176795866748,128.55543518066406,51.029396,119.12473,128.55544,7.12857723236084,-1.1684391498565674,335585283,0.1298187350701917,180.0,56.1879442157,116.675468393,135.45,[180],699.0,395.0,702.2519826266989,390.99332685951254
480,0,238,-21.824914615805028,125.31624042094154,127.69839477539064,-21.560719,125.31264,127.698395,7.043613433837891,-1.7445800304412842,335609859,0.2642206476715493,276.0,-28.2601586125,123.815844847,135.45,[276],661.0,869.0,662.0158229576617,859.409759867799
481,0,392,-44.434752945751825,122.3360631823507,131.13351440429688,-44.55336,122.24342,131.13351,7.018354892730713,-1.9205893278121948,335618051,0.15049833103789534,308.0,-56.1879442157,116.675468393,135.45,[308],824.0,1067.0,828.4237915740277,1072.127650797927
482,0,80,-23.78334457494202,-124.78280315944176,127.55934906005861,-23.396992,-124.893524,127.55935,7.0416765213012695,1.7577823400497437,335708163,0.4019050424668402,660.0,-28.2601586125,-123.815844847,135.45,[660],558.0,796.0,563.32166750233,781.0725615023193
482,1,54,-21.856290735166112,-127.27602986773309,129.62863159179688,-21.134651,-125.40989,129.62863,7.0443620681762695,1.7394862174987793,335708163,2.0008109741711824,660.0,-28.2601586125,-123.815844847,135.45,[660],538.0,887.0,463.59259917067675,858.1547150933557
482,2,54,-21.83358626946574,-127.14489469750515,129.4950408935547,-21.511189,-125.323944,129.49504,7.0443620681762695,1.7394862174987793,335708163,1.849270511747976,660.0,-28.2601586125,-123.815844847,135.45,[660],541.0,871.0,468.83800597979416,859.0628937213705
483,0,677,124.81163932909294,35.09953114613745,127.0482406616211,124.740845,35.30081,127.04824,7.216047286987305,-0.2754872143268585,335552515,0.2133676740159739,52.0,126.25316462800001,28.8164609473,135.45,[52],861.0,541.0,853.322807953498,544.3389880437172
484,0,475,-107.93859897093353,-68.45732231831789,130.1444396972656,-108.139946,-68.07763,130.14444,6.944606304168701,2.5750069618225098,335675395,0.42977618331532125,532.0,-114.423046224,-55.1032348679,135.45,"[532, 564]",83.0,853.0,67.83650198328417,861.377890122659
484,1,475,-110.04504647778958,-69.78913017510786,132.68197631835938,-110.25823,-69.3919,132.68198,6.944606304168701,2.5750069618225098,335683587,0.4508221784789342,564.0,-101.24717697999999,-80.7419293407,135.45,"[532, 564]",1056.0,241.0,1040.1119666236855,250.08522008841624
484,2,475,-110.17053626562847,-69.86846646677441,132.83314514160156,-110.14648,-69.53204,132.83315,6.944606304168701,2.5750069618225098,335683587,0.33728222898395005,564.0,-101.24717697999999,-80.7419293407,135.45,"[532, 564]",1050.0,246.0,1036.9385149570235,245.06562857486074
484,3,138,-120.51901740110043,-222.03155620395046,255.24017333984375,-59.600647,-114.99703,255.24017,6.99881649017334,2.0653886795043945,402808835,123.15614963041398,632.0,-56.1879442157,-116.675468393,255.85000000000002,[632],669.0,465.0,-3612.243512438018,-1971.2429274160172
484,4,716,-298.57197374512907,-192.05707040995912,361.43780517578125,-107.96221,-72.27102,361.4378,6.945306301116943,2.5661420822143555,469901315,225.12392040463507,572.0,-101.24717697999999,-80.7419293407,376.25,[572],940.0,333.0,-3850.605642770365,-7290.991870605163
484,5,279,-227.21370727859903,-365.76076080704297,435.4866027832031,-63.384842,-113.17466,435.4866,6.991571426391602,2.1220455169677734,503472131,301.0641718684522,638.0,-56.1879442157,-116.675468393,436.45000000000005,[638],742.0,314.0,-9361.411696561718,-6239.030522515961
485,0,987,-47.065944863745244,121.02282120758173,130.88626098632812,-47.763405,120.69755,130.88626,7.015233516693115,-1.9430867433547974,335618051,0.7695798487120071,308.0,-56.1879442157,116.675468393,135.45,[308],762.0,938.0,775.8941125832689,966.8799740781901
486,0,335,-127.03048548207971,13.575213220094156,130.49288940429688,-126.9685,13.386698,130.49289,6.922645092010498,-3.0365149974823,335659011,0.19844519309326542,468.0,-127.0,1.55530143492e-14,135.45,[468],1137.0,603.0,1145.0085288037656,600.780580716812
487,0,146,-64.80081347230589,112.46301955188756,131.2076416015625,-64.7752,112.505104,131.20764,6.995008945465088,-2.094921112060547,335618051,0.04926623418241594,308.0,-56.1879442157,116.675468393,135.45,"[308, 340]",435.0,258.0,433.502046355502,257.4852297357643
488,0,642,4.7006414066345314,129.47654914925238,129.49508666992188,4.3540807,129.4685,129.49509,7.0747151374816895,-1.5358808040618896,335601667,0.34665405495156726,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,776.0,601.061965970095,790.0256562653809
489,0,170,-113.01141591390842,58.11344531048235,129.51759338378906,-112.93218,58.12644,129.5176,6.937865257263184,-2.6680026054382324,335642627,0.08029182592882826,404.0,-114.423046224,55.1032348679,135.45,[404],722.0,661.0,722.4084177032938,658.4652124036631
490,0,392,-44.439316425858124,122.34868185521736,131.14703369140625,-44.381493,122.326195,131.14703,7.018354892730713,-1.9205893278121948,335618051,0.062042424514641537,308.0,-56.1879442157,116.675468393,135.45,[308],828.0,1074.0,828.9285384886944,1071.945111593675
491,0,27,114.4914628124352,54.942933920319774,124.6043930053711,114.3775,55.12521,124.60439,7.206574440002441,-0.4487495422363281,335560707,0.21496852216573809,84.0,114.423046224,55.1032348679,135.45,[84],602.0,600.0,595.5879620967909,604.7366635374078
492,0,517,-129.04240518030656,16.102118093462195,132.82574462890625,-129.02571,16.527573,132.82574,6.922936916351318,-3.0188615322113037,335650819,0.42578193701702577,436.0,-126.25316462800001,28.8164609473,135.45,[436],110.0,491.0,93.42628584648779,490.4303779077384
493,0,298,12.096388232173922,129.4704859195681,129.8108673095703,12.323453,129.4685,129.81087,7.083243370056152,-1.4790139198303223,335601667,0.2270733504918738,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,1094.0,600.8194367827235,1085.8555292869567
494,0,471,35.90460789969802,-122.04127462295037,126.47769165039064,35.65351,-122.096054,126.47769,7.112194061279297,1.2833271026611328,335724547,0.2570027584572832,724.0,28.2601586125,-123.815844847,135.45,[724],670.0,897.0,672.9828089619855,907.7779714879208
495,0,906,62.33568955035298,-113.69548278908769,128.36917114257812,62.13333,-113.77736,128.36917,7.142319679260254,1.0679216384887695,335732739,0.21829470289675884,756.0,56.1879442157,-116.675468393,135.45,[756],717.0,839.0,721.1994241564923,847.9098133861191
496,0,941,119.98097921021144,43.42177382778755,125.09317016601562,119.62372,44.231335,125.09317,7.212578773498535,-0.34856823086738586,335560707,0.8848865288384713,84.0,114.423046224,55.1032348679,135.45,[84],167.0,810.0,134.74155839550178,824.3173194484575
497,0,315,-124.00855645085903,38.396194672015554,132.49205017089844,-124.043144,38.357643,132.49205,6.928289890289307,-2.8427340984344482,335650819,0.05179320209630555,436.0,-126.25316462800001,28.8164609473,135.45,[436],983.0,690.0,985.1893489886221,691.7843270856395
498,0,354,-46.97098936584371,-121.05134662849377,130.86927795410156,-47.00137,-121.06453,130.86928,7.015722274780273,1.939549207687378,335699971,0.03311702094907161,628.0,-56.1879442157,-116.675468393,135.45,[628],426.0,969.0,426.964870580249,970.6781939942516
499,0,533,80.79487876388157,-97.95583131309104,125.29412841796875,81.01394,-97.79235,125.29413,7.166043758392334,0.8797808289527893,335740931,0.27333721515209053,788.0,79.1832048361,-99.29259827339999,135.45,[788],662.0,675.0,655.4706784123579,666.4669571112626
500,0,796,-11.163761424119002,129.50219591521636,130.25259399414062,-11.11482,129.4685,130.2526,7.056406497955322,-1.658170461654663,335601667,0.059416573346764055,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,157.0,602.0878366086544,155.44954303523966
501,0,374,38.03298090445605,-121.6059350182386,126.63417053222658,38.229256,-121.508156,126.63417,7.114654541015625,1.266335129737854,335724547,0.21928191243252637,724.0,28.2601586125,-123.815844847,135.45,[724],694.0,1000.0,690.3963931504563,992.9128916782421
502,0,560,-128.6617288111911,18.42907696901966,132.7493743896484,-128.70065,17.95173,132.74937,6.923283576965332,-3.0007317066192627,335650819,0.4789306130090765,436.0,-126.25316462800001,28.8164609473,135.45,[436],167.0,504.0,186.50464086878642,505.6574326723569
503,0,508,-116.84966071022427,49.95593498219387,129.602294921875,-116.33088,51.068974,129.6023,6.933478355407715,-2.7389614582061768,335642627,1.2280020673692287,404.0,-114.423046224,55.1032348679,135.45,[404],440.0,525.0,396.1080045717546,504.9354205510292
504,0,146,-64.83062152589991,112.51491889502722,131.2681427001953,-64.812294,112.487236,131.26814,6.995008945465088,-2.094921112060547,335618051,0.03319999065399712,308.0,-56.1879442157,116.675468393,135.45,"[308, 340]",434.0,257.0,435.57802008108865,256.2929075920033
504,1,146,-65.66685124058131,113.97095648747927,132.96548461914062,-64.840485,112.47366,132.96548,6.995008945465088,-2.094921112060547,335618051,1.710195483630916,308.0,-56.1879442157,116.675468393,135.45,"[308, 340]",433.0,255.0,493.8195237791706,222.84371900474753
505,0,598,-2.742171049641911,129.51507811420447,129.63528442382812,-2.4030194,129.4685,129.63528,7.066096782684326,-1.5933407545089722,335601667,0.3423343354244655,244.0,7.92958802448e-15,129.5,135.45,[244],600.0,505.0,602.6031245681787,492.3131580143233
506,0,239,-126.96181112485374,14.295305101739359,130.50172424316406,-126.9685,14.225455,130.50172,6.922733783721924,-3.030853748321533,335659011,0.07016918409545554,468.0,-127.0,1.55530143492e-14,135.45,"[436, 468]",1171.0,603.0,1173.8122040695737,603.5275550058509
506,1,239,-129.47674232183817,14.582070236450818,133.08718872070312,-129.48349,14.521951,133.08719,6.922733783721924,-3.030853748321533,335650819,0.06049700056831291,436.0,-126.25316462800001,28.8164609473,135.45,"[436, 468]",30.0,472.0,32.62437156603269,473.0568922464738
507,0,447,-104.31002844497925,77.06551753797248,131.94522094726562,-104.796165,76.24111,131.94522,6.950247764587402,-2.5066897869110107,335634435,0.9570653571692858,372.0,-101.24717697999999,80.7419293407,135.45,[372],421.0,460.0,454.9435278908993,479.48594140082946
508,0,410,-117.31170581551123,-48.84708618155855,129.60391235351562,-117.252495,-49.15522,129.60391,6.933099269866943,2.7456650733947754,335675395,0.31377127427794127,532.0,-114.423046224,-55.1032348679,135.45,[532],839.0,488.0,852.2459474536578,486.45361633955076
509,0,582,96.70835166524921,-86.39236384209653,127.6597442626953,96.833824,-86.22558,127.659744,7.182810306549072,0.7277631163597107,335749123,0.2087121479795113,820.0,101.24717697999999,-80.7419293407,135.45,[820],382.0,425.0,375.9826199441386,420.44698740996864
510,0,587,84.14941828356677,-95.30504708352964,125.38495635986327,84.610176,-94.92444,125.38496,7.169956207275391,0.8461524844169617,335740931,0.5976292032631347,788.0,79.1832048361,-99.29259827339999,135.45,[788],776.0,819.0,761.5020475948137,800.6485378986707
511,0,962,117.90655498299748,47.475461989612086,124.6459732055664,118.081116,47.434574,124.64597,7.210611820220947,-0.3841136693954468,335560707,0.17928544035440014,84.0,114.423046224,55.1032348679,135.45,[84],295.0,748.0,296.88908486848334,741.3403503598988
512,0,69,85.93923651170917,94.05165501451847,125.61618041992186,86.898254,93.09976,125.61618,7.171595096588135,-0.8317713141441345,335577091,1.351227472082301,148.0,79.1832048361,99.29259827339999,135.45,"[116, 148]",354.0,910.0,392.3622696447393,872.2412670243665
513,0,622,-99.79507568603003,82.61131226156431,131.7099151611328,-99.89564,82.38618,131.70992,6.955211639404297,-2.4515202045440674,335634435,0.24657359656281125,372.0,-101.24717697999999,80.7419293407,135.45,[372],667.0,656.0,676.7753168345723,660.0840517587983
513,1,622,-99.57749870378393,82.43068825086084,131.42242431640625,-100.003586,82.25082,131.42242,6.955211639404297,-2.4515202045440674,335634435,0.4624977071849604,372.0,-101.24717697999999,80.7419293407,135.45,[372],662.0,651.0,669.5503564064336,668.7871310486423
514,0,636,126.90065707868257,0.9044195822134498,124.25386810302734,126.9685,0.5346964,124.25387,7.221877574920654,-0.008444779552519321,335544323,0.3758958009249943,20.0,127.0,0.0,135.45,[20],623.0,600.0,638.176783288538,598.0262831473027
515,0,695,114.72484777169302,-54.06606083684164,124.43059539794922,114.73534,-54.382153,124.430595,7.207215309143066,0.43907853960990906,335757315,0.31626568750402534,852.0,114.423046224,-55.1032348679,135.45,[852],630.0,614.0,643.4869612423341,614.0720619077206
